image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7160/9780716022237.jpg,How to Draw Anything,Mark Linley,Paperback,3.5,5.26,$,10.3,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000001.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3409/9780340936177.jpg,My Booky Wook,Russell Brand,Paperback,3.5,9.34,$,13.9,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000002.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5796/9781579656652.jpg,The Kinfolk Home,Nathan Williams,Hardback,3.5,27.84,$,30.95,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000003.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8461/9781846147548.jpg,It,Alexa Chung,Hardback,3.5,19.72,$,25.2,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000004.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/0802/9782080200730.jpg,Parisian Chic,Inès de La Fressange,Paperback,3.5,26.49,$,,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000005.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5534/9780553409024.jpg,The Celestine Prophecy,James Redfield,Paperback,3.5,10.14,$,12.4,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000006.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8609/9781860969171.jpg,"Piano Scales & Arpeggios, Grade 5",ABRSM,Sheet music,3.5,6.86,$,7.0,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7860/9781786010209.jpg,"Piano Exam Pieces 2019 & 2020, ABRSM Grade 2",,Sheet music,3.5,7.34,$,8.3,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000008.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7860/9781786010216.jpg,"Piano Exam Pieces 2019 & 2020, ABRSM Grade 3",,Sheet music,3.5,8.34,$,9.3,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000009.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7160/9780716023517.jpg,How To Draw Cartoons and Caricatures,Mark Linley,Paperback,3.5,5.23,$,10.3,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000010.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9614/9780961454739.jpg,Art & Fear,David Bayles,Paperback,3.5,10.6,$,16.0,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000011.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8609/9781860969164.jpg,"Piano Scales & Arpeggios, Grade 4",ABRSM,Sheet music,3.5,7.39,$,,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000012.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4555/9781455547784.jpg,Seriously...I'm Kidding,Ellen DeGeneres,Paperback,3.5,7.4,$,8.8,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000013.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8573/9780857360007.jpg,Theory of Music Workbook Grade 1 (2007),Naomi Yandell,Paperback,3.5,7.2,$,,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000014.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0075/9780007515547.jpg,Not That Kind of Girl,LENA DUNHAM,Paperback,3.5,8.32,$,10.5,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000015.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7806/9781780670126.jpg,The Tattoo Colouring Book,Megamunden,Paperback,3.5,10.7,$,11.9,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000016.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5713/9780571316533.jpg,Ayoade on Ayoade,Richard Ayoade,Paperback,3.5,9.83,$,12.9,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000017.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141975740.jpg,It,Alexa Chung,Paperback,3.5,US$9.56,$,,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000018.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5005/9780500501030.jpg,Plant Style,Alana Langan,Hardback,3.5,15.8,$,18.0,9780000000000.0,Art-Photography,/Users/kamilahmedaslam/Desktop/revised dataset/3.5/0000019.jpg
